132796	Mme Marietta Karamanli (Socialiste, radical, citoyen et divers gauche) - Sarthe  impôts et taxes - politiques communautaires - taxe sur les mouvements de capitaux. perspectives  Ministère : Économie, finances et commerce extérieur	Économie, finances et commerce extérieur	Économie, finances et commerce extérieur	impôts et taxes		politiques communautaires - taxe sur les mouvements de capitaux. perspectives	132796		Karamanli Marietta	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132796QE.htm	Mme Marietta Karamanli attire l'attention de M. le ministre de l'économie, des finances et du commerce extérieur sur la taxation des transactions financières. L'idée d'une taxe sur les transactions financières date de 1978. Son principe est simple : il s'agit ni plus ni moins d'un impôt qui est prélevé lors de la circulation internationale des capitaux. Il s'agit là de décourager la spéculation internationale en la rendant trop onéreuse pour les opérateurs, même si son montant (entre 0,01 % et 0,025 % du capital investi) reste faible. Une proposition de résolution visant à instaurer dans l'Union européenne une taxe sur toutes les transactions financières englobant toutes les transactions boursières et non boursières, titres, obligations, et produits dérivés, de même que toutes les transactions sur le marché des changes, a été déposée à l'Assemblée nationale le 14 juin 2011 lors de la présente législature. À un taux de 0,05 %, son rapport pourrait s'élever à 200 milliards d'euros par an et être affectée en priorité aux États. Elle lui demande les initiatives qu'entend prendre notre pays pour en convaincre les autres États européens et en faire adopter le principe dans l'Union.	
132797	M. Laurent Hénart (Union pour un Mouvement Populaire) - Meurthe-et-Moselle  impôts et taxes - taxe sur les spectacles - champ d'application  Ministère : Budget	Budget	Budget	impôts et taxes		taxe sur les spectacles - champ d'application	132797		Hénart Laurent	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132797QE.htm	M. Laurent Hénart attire l'attention de M. le ministre délégué auprès du ministre de l'économie, des finances et du commerce extérieur, chargé du budget, sur la taxe sur les spectacles. À l'heure actuelle, cette taxe, codifiée aux articles 1559 à 1566 du code général des impôts (CGI) et aux articles 124 à 125 de l'annexe IV du même code, est partagée entre la commune hôte et l'établissement public gestionnaire de l'équipement où le spectacle est donné. Du fait de nombreuses exonérations, elle s'applique essentiellement aux manifestations sportives. Or le rayonnement de certaines de ces manifestations, particulièrement les matchs du championnat professionnel de football de ligue 1, va aujourd'hui bien au-delà du seul périmètre de la commune d'accueil. Les flux de population générés, les activités commerciales induites et les problématiques de sécurité posées concernent souvent d'autres communes attenantes et parfois l'agglomération dans son ensemble. Cette situation mériterait que le législateur se saisisse de cette question et puisse y apporter les évolutions nécessaires, en concertation avec les communes d'accueil et les EPCI. Ce faisant, il souhaiterait connaître ses intentions en la matière.	
132798	Mme Dominique Orliac (Socialiste, radical, citoyen et divers gauche) - Lot  justice - frais de justice - contribution. aide juridique. exonération. perspectives  Ministère : Justice	Justice	Justice	justice		frais de justice - contribution. aide juridique. exonération. perspectives	132798		Orliac Dominique	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132798QE.htm	Mme Dominique Orliac attire l'attention de Mme la garde des sceaux, ministre de la justice, sur la taxe de 35 euros instaurée sous le précédent gouvernement qui, depuis le 1er octobre 2011, est imposée à toute personne qui saisit la justice, sauf aux justiciables bénéficiant de l'aide juridictionnelle. Cette taxe, dont le but était de contribuer au financement de la réforme de la garde à vue, peut constituer un frein pour de nombreux justiciables, dont les revenus sont modestes, pour accéder à la justice : que ce soit au niveau des affaires familiales, du tribunal d'instance, du conseil des prud'hommes... Cette taxe peut également avoir pour effet pervers que certains justiciables, qui bien que pouvant bénéficier de l'aide juridictionnelle n'usaient pas de ce droit préférant se défendre seuls, vont désormais être incités à demander systématiquement l'aide juridictionnelle, ce qui alourdira le budget global annuel de l'aide juridictionnelle. Il apparaît donc nécessaire tant pour éviter ces effets pervers, que pour assurer l'accès de tous et surtout des justiciables modestes à la justice, de prévoir un financement de la réforme de la garde à vue qui ne repose pas sur un impôt supplémentaire mis à la charge de nos concitoyens. Aussi, elle lui demande ses intentions à ce sujet.	
132799	Mme Marietta Karamanli (Socialiste, radical, citoyen et divers gauche) - Sarthe  justice - magistrats - auditeurs de justice. recrutement  Ministère : Justice (MD)	Justice (MD)	Justice (MD)	justice		magistrats - auditeurs de justice. recrutement	132799		Karamanli Marietta	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132799QE.htm	Mme Marietta Karamanli attire l'attention de Mme la ministre déléguée auprès de la garde des sceaux, ministre de la justice, sur la campagne de communication faite en 2012 par le ministère de la justice en vue de recruter par un concours complémentaire des magistrats. Celle-ci montre notamment un magistrat masculin, de grande taille, portant une robe noire et rouge, avec un gros dossier s'adressant à une magistrate, plus petite, portant une robe noire et donc de moindre rang, et ayant dans les mains un dossier moins volumineux. Autrement dit cette mise en scène reproduit une situation où l'homme, en quelque sorte supérieur, s'adresse à une femme, sa subordonnée. Elle est de la sorte très convenue. Comme l'ont signalé plusieurs commentateurs la situation semble indiquer que les femmes sont et resteront dans des fonctions moindres que celles des hommes. De la sorte si l'objectif est d'inciter des femmes à devenir magistrates, il est possible de s'interroger sur l'adéquation du message avec cette cible. Elle lui demande combien a coûté cette campagne et s'il ne lui apparaît pas nécessaire de rectifier cette erreur de communication doublée d'un message implicite très misogyne.	
132800	Mme Danielle Bousquet (Socialiste, radical, citoyen et divers gauche) - Côtes-d'Armor  justice - magistrats du parquet - exercice de la profession  Ministère : Justice	Justice	Justice	justice		magistrats du parquet - exercice de la profession	132800		Bousquet Danielle	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132800QE.htm	Mme Danielle Bousquet attire l'attention de Mme la garde des sceaux, ministre de la justice, sur la situation des magistrats du parquet. En effet, le statut de la magistrature confère à tous les magistrats du parquet, constitutionnellement gardiens des libertés individuelles, des garanties qui assurent leur indépendance face aux pressions d'où qu'elles viennent. Les organisations syndicales sont particulièrement sensibles à ce qu'aucune pression ne soit exercée à l'encontre des magistrats du parquet et rappellent que les procureurs, qui ne sont pas des « préfets de justice », bénéficient comme les autres magistrats de règles statutaires protectrices. Elle demande donc de lui indiquer quelles mesures le Gouvernement entend prendre afin de répondre aux revendications des organisations syndicales de magistrats et de garantir l'indépendance de la justice et de tous les magistrats, comme s'y est engagé le Président de la République.	
132801	Mme Marianne Dubois (Union pour un Mouvement Populaire) - Loiret  logement - réglementation - vente en l'état futur d'achèvement  Ministère : Économie, finances et commerce extérieur	Économie, finances et commerce extérieur	Économie, finances et commerce extérieur	logement		réglementation - vente en l'état futur d'achèvement.	132801		Dubois Marianne	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132801QE.htm	Mme Marianne Dubois attire l'attention de M. le ministre de l'économie, des finances et du commerce extérieur sur la situation très difficile de nombreuses familles ayant investi dans le cadre d'une vente en état futur d'achèvement (VEFA). Ces familles sont aujourd'hui confrontées à d'importantes difficultés financières résultant du comportement de leur promoteur. En effet, la SCCV SARA, filiale du groupe Finaxiome n'étant pas en mesure, pour un certain nombre de ses programmes immobiliers, d'achever les travaux, il a été fait appel au garant dans le cadre des garanties dont bénéficient ces opérations. Les retards conséquents en ce qui concerne la livraison des biens (plus de trois ans pour certains) ont contraint les acquéreurs à supporter des intérêts intercalaires que le promoteur s'était engagé à rembourser. Aujourd'hui, la situation devient intenable pour ces familles qui doivent désormais amortir les prêts sans aucune recette locative, pour ceux qui souhaitent mettre leur logement en location. En outre, ils ne peuvent pas, non plus, bénéficier des effets de la défiscalisation (Borloo neuf). Ces exemples démontrent les inconvénients et les limites de la procédure de la VEFA et elle lui demande donc les mesures que le Gouvernement entend prendre pour aménager cette procédure et assurer une meilleure protection des « acquéreurs ».	
132802	M. Éric Raoult (Union pour un Mouvement Populaire) - Seine-Saint-Denis  police - commissariats - construction. Seine-Saint-Denis  Ministère : Intérieur	Intérieur	Intérieur	police		commissariats - construction. Seine-Saint-Denis	132802		Raoult Éric	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132802QE.htm	M. Éric Raoult attire l'attention de M. le ministre de l'intérieur sur le dossier de la reconstruction du commissariat sur la ville de Livry-Gargan. En effet, ce dossier fait l'objet, depuis de nombreuses années, d'une attention toute particulière des élus des villes de Coubron, Vaujours et Livry-Gargan. Sous l'impulsion de l'ancien Président de la République, Nicolas Sarkozy, le gouvernement de l'époque avait fait de la construction des commissariats en Seine-Saint-Denis une grande priorité. D'ailleurs, cette volonté a permis la construction de deux nouveaux commissariats de police, l'un en cours de réalisation pour Le Raincy-Villemomble, un autre déjà construit pour Clichy-sous-Bois-Montfermeil. Hier, l'État a montré sa détermination pour faire de la lutte contre l'insécurité dans la 12e circonscription de la Seine-Saint-Denis une véritable priorité. Cet engagement s'est justifié par le déblocage de moyens financiers sans précédent. Aujourd'hui, un consensus semble s'être également dégagé avec la région d'Île-de-France qui s'engage enfin à contribuer financièrement pour au moins 30 % au projet. Il lui demande donc quelles sont les intentions du Gouvernement afin d'inscrire rapidement la reconstruction du commissariat de Livry-Gargan dans le prochain programme de reconstruction de commissariats pour la Seine-Saint-Denis. Il lui demande également de lui fixer le calendrier qu'il compte mettre en place au regard de ce dossier qui mobilise élus et de nombreux citoyens.	
132803	M. Éric Raoult (Union pour un Mouvement Populaire) - Seine-Saint-Denis  politique extérieure - Egypte - situation politique  Ministère : Affaires étrangères	Affaires étrangères	Affaires étrangères	politique extérieure		Egypte - situation politique	132803		Raoult Éric	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132803QE.htm	M. Éric Raoult attire l'attention de M. le ministre des affaires étrangères sur la volonté de poursuivre, en Egypte, l'ex-président Hosni Moubarak devant les tribunaux égyptiens, pour des motifs graves qui placent cet ancien chef d'État sous le dur regard de l'actualité. En effet, dans ce pays qui le rend passible d'une peine particulièrement sévère pour celui qui a mené les destinées de son pays durant plusieurs années, Hosni Moubarak fut aussi coprésident avec Nicolas Sarkozy de l'Union pour la Méditerranée. Ainsi, son rôle ne fut pas simplement celui d'un chef d'État et d'un	
132804	M. Éric Raoult (Union pour un Mouvement Populaire) - Seine-Saint-Denis  politique extérieure - relations internationales - actions en faveur de la paix. reconnaissance  Ministère : Premier ministre	Premier ministre	Premier ministre	politique extérieure		relations internationales - actions en faveur de la paix. reconnaissance	132804		Raoult Éric	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132804QE.htm	M. Éric Raoult attire l'attention de M. le Premier ministre sur l'intérêt que présenterait le dossier de candidature de Nicolas Sarkozy à une promotion au prix Nobel de la paix, pour son action au service du maintien de la paix dans le monde. En effet, dans l'étendue importante de son action présidentielle, les affaires étrangères et les relations internationales ont eu une part reconnue au niveau international par de très nombreux chefs d'État et par les instances européennes et mondiales. Le maintien de la paix comme une préoccupation majeure de son action quotidienne se devrait d'être reconnu par un symbole comme le prix Nobel de la paix. Cette distinction se devrait d'être soutenue par le nouveau Gouvernement, car elle permettrait de rassembler nos compatriotes, sur un tel sujet qui pourrait s'avérer plutôt consensuel dans le débat public. Le Premier ministre s'honorerait de soutenir une telle démarche qui va être lancée au Parlement, Assemblée nationale et Sénat. Il lui demande donc d'apporter son soutien à cette initiative.	
132805	Mme Marie-Jo Zimmermann (Union pour un Mouvement Populaire) - Moselle  propriété - multipropriété - réglementation. réforme. perspectives  Ministère : Égalité des territoires et logement	Égalité des territoires et logement	Égalité des territoires et logement	propriété		multipropriété - réglementation. réforme. perspectives	132805		Zimmermann Marie-Jo	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132805QE.htm	Mme Marie-Jo Zimmermann attire l'attention de Mme la ministre de l'égalité des territoires et du logement sur les dérives récentes de la multipropriété en France, notamment dans les régions touristiques. Les sociétés civiles d'attribution sont réglementées par les articles L. 212-1 et suivants du code de la construction et de l'habitation et par la loi du 6 janvier 1986 relative plus précisément aux sociétés d'attribution d'immeubles en jouissance à temps partagé. En l'état du droit, le retrait anticipé d'un associé n'est possible que par une cession de ses parts. La directive n° 2008-122-CE du 14 janvier 2009 relative à la protection des consommateurs en ce qui concerne certains aspects de l'utilisation de biens à temps partagé, de produits de vacances à long terme, a été transposée dans notre droit. Elle comporte des dispositions visant à assurer une protection accrue des consommateurs, notamment par l'allongement du délai de rétractation, l'interdiction de tout paiement d'avance, le renforcement de l'information précontractuelle et des sanctions prévues en cas de méconnaissance des règles édictées. La loi du 22 juillet 2009 a aussi permis d'assurer une plus grande transparence. Cependant, des groupes immobiliers se portent acquéreur des parts de certains associés et finissent par prendre le contrôle des sociétés civiles, propriétaires de résidences en temps partagé. Lorsque ces groupes détiennent plus des deux tiers des parts, ils font alors voter par une assemblée générale extraordinaire la dissolution de la société civile. Grâce à des liquidateurs complaisants, ces groupes rachètent de la sorte à bon prix les sociétés civiles et organisent la vente à la découpe, en pleine propriété, source d'une confortable plus-value. Elle lui demande quelles sont les mesures envisagées pour remédier à de tels abus.	
132806	M. Marc Goua (Socialiste, radical, citoyen et divers gauche) - Maine-et-Loire  relations internationales - commerce international - armes. contrôle  Ministère : Affaires étrangères	Affaires étrangères	Affaires étrangères	relations internationales		commerce international - armes. contrôle	132806		Goua Marc	12/06/2012	19/06/2012	False	http://questions.assemblee-nationale.fr/q13/13-132806QE.htm	M. Marc Goua attire l'attention de M. le ministre des affaires étrangères sur le contrôle du commerce des armes. En effet, en juillet 2012, aura lieu une conférence aux Nations-unies en vue de l'adoption d'un traité international sur le commerce des armes classiques (TCA). Celui-ci a pour vocation de mieux réglementer le commerce international des armes, des munitions et matériel connexes, afin d'empêcher les atteintes graves au droit international, notamment au droit international relatif aux droits humains et au droit humanitaire et d'éviter leur détournement au profit du commerce illicite, du marché noir ou d'utilisateurs non autorisés. En vue de la ratification du TCA, il lui demande ses intentions afin qu'il y ait, au Parlement, un véritable débat sur la base du douzième rapport au Parlement sur les exportations d'armement de la France et une plus grande transparence en matière de vente d'armes.	
